gene, test statistic, p-value, number of groups
p0178-p0227-p0190-p0115,0.40643466498061104,0.835,2
p0232-p0117-p0055-p0341,1.5580036515446172,0.201,2
p0332-p0365-p0231-p0118,0.7555647073277689,0.709,2
p0215-p0035-p0309-p0315,2.3646776412553643,0.072,2
p0048-p0040-p0299-p0256,0.9785957738485249,0.508,2
p0155-p0298-p0007-p0110,0.8242543379367027,0.662,2
p0033-p0357-p0233-p0330,0.5864413264016419,0.786,2
p0139-p0168-p0354-p0243,0.3090259797456115,0.906,2
p0098-p0237-p0312-p0073,2.3421965933663405,0.099,2
p0101-p0184-p0273-p0225,0.38717587951542104,0.827,2
p0204-p0207-p0168-p0132,0.8738183781755217,0.597,2
p0112-p0170-p0294-p0290,1.9243739836417975,0.132,2
p0242-p0227-p0268-p0119,0.4871297087038081,0.782,2
p0304-p0078-p0309-p0134,2.56412370128438,0.049,2
p0371-p0294-p0175-p0252,1.0719139793586345,0.482,2
p0066-p0319-p0385-p0312,3.3037235904607596,0.039,2
p0123-p0287-p0009-p0012,1.1881077564073694,0.368,2
p0176-p0112-p0035-p0083,0.6952211599011163,0.787,2
p0252-p0106-p0027-p0117,1.2865050675355651,0.249,2
p0378-p0125-p0350-p0064,0.6354510184886561,0.762,2
p0386-p0361-p0090-p0250,1.496283764946857,0.285,2
p0138-p0070-p0332-p0164,1.949901853576403,0.039,2
p0104-p0105-p0325-p0098,1.6851155769523247,0.094,2
p0371-p0378-p0050-p0348,0.3419912051572714,0.894,2
p0095-p0268-p0253-p0169,2.0667885977127507,0.059,2
p0299-p0014-p0295-p0219,1.4378999597763555,0.26,2
p0246-p0295-p0151-p0075,1.683961633629442,0.229,2
p0294-p0168-p0376-p0086,1.5882962785044252,0.207,2
p0309-p0162-p0382-p0108,2.5292243496724414,0.025,2
p0292-p0273-p0220-p0307,1.3651723203420676,0.25,2
p0005-p0088-p0274-p0021,0.5680026368882952,0.742,2
p0165-p0140-p0268-p0022,1.0984609622262849,0.389,2
p0205-p0051-p0018-p0082,1.7779684249287082,0.062,2
p0280-p0101-p0077-p0363,0.8485833928394898,0.621,2
p0389-p0087-p0067-p0343,1.0863389647506747,0.424,2
p0272-p0389-p0367-p0327,1.0317046502482572,0.486,2
p0230-p0091-p0303-p0243,1.7998899618338156,0.141,2
p0048-p0166-p0017-p0164,0.7613504876330648,0.648,2
p0139-p0116-p0355-p0294,1.3309713156391123,0.354,2
p0069-p0269-p0207-p0301,1.0377267459388155,0.439,2
p0368-p0335-p0059-p0328,0.5967686701095296,0.782,2
p0208-p0091-p0393-p0282,1.0616151875761068,0.493,2
p0290-p0105-p0342-p0147,1.8018078711531738,0.2,2
p0222-p0392-p0257-p0049,1.0055999855074307,0.52,2
p0157-p0342-p0371-p0126,0.8075067722824228,0.635,2
p0307-p0058-p0098-p0335,0.7532607943554341,0.704,2
p0112-p0009-p0217-p0106,0.9746104795203472,0.523,2
p0185-p0216-p0398-p0314,0.33179617936255973,0.868,2
p0237-p0071-p0289-p0384,0.5006122720050581,0.762,2
p0117-p0021-p0106-p0390,1.4011298692150638,0.243,2
p0375-p0023-p0178-p0002,1.4938041352536613,0.178,2
p0324-p0120-p0217-p0393,2.0475195440155987,0.05,2
p0109-p0242-p0260-p0131,1.5009113935038572,0.252,2
p0387-p0016-p0214-p0284,1.4899464596675012,0.197,2
p0325-p0376-p0246-p0309,2.7358464351996754,0.025,2
p0335-p0373-p0337-p0277,0.5230665089669426,0.764,2
p0171-p0366-p0319-p0105,0.9106257707255365,0.582,2
p0244-p0293-p0300-p0143,1.6199440932698825,0.138,2
p0075-p0362-p0277-p0357,1.659916733998576,0.141,2
p0351-p0003-p0012-p0337,1.1533748875852032,0.366,2
p0293-p0266-p0270-p0064,1.204634324608768,0.352,2
p0356-p0025-p0317-p0180,1.2174538832573487,0.308,2
p0321-p0370-p0295-p0384,1.675446830819992,0.201,2
p0101-p0242-p0148-p0324,1.305437282823992,0.39,2
p0059-p0263-p0241-p0043,1.6823393241872828,0.093,2
p0383-p0373-p0047-p0085,1.4268618671034394,0.229,2
p0396-p0018-p0157-p0328,0.4954844060047724,0.854,2
p0319-p0262-p0234-p0122,1.4143038541260224,0.19,2
p0382-p0055-p0350-p0322,2.2268480741367824,0.041,2
p0268-p0047-p0046-p0060,1.3981749030169726,0.169,2
p0397-p0364-p0234-p0135,2.427046430737117,0.008,2
p0322-p0377-p0034-p0270,1.2379279490684936,0.407,2
p0091-p0073-p0177-p0148,1.0475049566978187,0.462,2
p0184-p0017-p0239-p0220,1.2545031962270063,0.317,2
p0161-p0238-p0207-p0176,1.7805744535368797,0.081,2
p0253-p0327-p0040-p0395,1.77824206259438,0.157,2
p0086-p0073-p0034-p0100,1.6500984435340333,0.072,2
p0369-p0307-p0026-p0028,0.8797889677408859,0.6,2
p0100-p0249-p0092-p0027,2.3983532606166436,0.024,2
p0181-p0126-p0383-p0320,1.0898603776629128,0.451,2
p0379-p0236-p0320-p0317,0.9622695239304268,0.556,2
p0255-p0136-p0076-p0189,2.3373329910873406,0.025,2
p0211-p0260-p0269-p0198,1.036327544472466,0.515,2
p0196-p0370-p0060-p0211,2.0973909258608283,0.055,2
p0027-p0155-p0123-p0051,1.1583019933998242,0.315,2
p0207-p0262-p0001-p0358,1.1046771128565616,0.43,2
p0301-p0132-p0065-p0321,0.5635517503521458,0.755,2
p0394-p0350-p0084-p0254,0.8771786037271098,0.577,2
p0338-p0210-p0195-p0188,1.136791075260688,0.417,2
p0239-p0357-p0018-p0152,1.3164611019851855,0.328,2
p0378-p0100-p0293-p0229,1.2372503005217987,0.388,2
p0348-p0228-p0023-p0060,1.355796424287211,0.256,2
p0132-p0362-p0159-p0277,1.1534151035039122,0.399,2
p0090-p0124-p0319-p0377,0.7137125207555873,0.695,2
p0198-p0270-p0080-p0316,2.1447724613918133,0.069,2
p0207-p0021-p0103-p0073,1.2804812121873699,0.282,2
p0335-p0197-p0214-p0160,1.5610487704860538,0.142,2
p0358-p0237-p0035-p0077,0.8700485401138941,0.615,2
p0138-p0096-p0086-p0072,1.7207582425048653,0.055,2
p0316-p0278-p0241-p0026,1.500428268671205,0.207,2
p0152-p0182-p0352-p0133,1.7424497677693402,0.191,2
p0393-p0199-p0097-p0216,1.328104750088064,0.378,2
p0205-p0252-p0068-p0050,1.5922960641380584,0.104,2
p0194-p0174-p0257-p0376,1.0420003248126675,0.487,2
p0085-p0155-p0092-p0385,1.5702402793492634,0.096,2
p0051-p0247-p0144-p0255,2.095926759106699,0.053,2
p0202-p0246-p0049-p0112,1.7830987599169232,0.151,2
p0084-p0259-p0013-p0293,1.0640203762086742,0.511,2
p0214-p0077-p0382-p0249,2.2586123253956703,0.057,2
p0132-p0295-p0068-p0381,0.9663127656393588,0.543,2
p0005-p0197-p0381-p0165,1.9069249298376554,0.033,2
p0127-p0029-p0028-p0155,1.1957679401522483,0.352,2
p0334-p0188-p0036-p0022,1.244396831202114,0.353,2
p0301-p0016-p0253-p0178,0.9060953860679636,0.606,2
p0352-p0138-p0199-p0061,1.6957502692642794,0.197,2
p0123-p0270-p0204-p0061,1.3740940647181112,0.19,2
p0330-p0182-p0252-p0249,1.6097147119848236,0.217,2
p0033-p0113-p0236-p0259,1.601393916826832,0.149,2
p0019-p0070-p0214-p0192,1.3198124932616617,0.292,2
p0154-p0361-p0106-p0092,1.6402966592285828,0.097,2
p0399-p0282-p0146-p0393,1.4188089009995764,0.234,2
p0208-p0219-p0129-p0077,1.1859166480140813,0.429,2
p0321-p0163-p0019-p0205,1.6504284016635018,0.171,2
p0003-p0182-p0200-p0338,0.905401682478661,0.593,2
p0352-p0241-p0197-p0125,0.4637083923731627,0.8,2
p0121-p0221-p0319-p0297,2.6750246267429976,0.007,2
p0103-p0252-p0313-p0394,2.210890909813591,0.063,2
p0236-p0334-p0397-p0050,1.503180139527341,0.162,2
p0197-p0256-p0395-p0020,1.2186701777087499,0.349,2
p0034-p0248-p0001-p0346,2.067159063846307,0.048,2
p0224-p0170-p0151-p0078,0.972047326995733,0.53,2
p0031-p0392-p0247-p0115,1.844100504988317,0.098,2
p0014-p0301-p0232-p0044,0.5042603937533996,0.852,2
p0351-p0269-p0039-p0116,1.318107270121982,0.234,2
p0043-p0264-p0340-p0224,-0.09524099334269412,0.97,2
p0060-p0043-p0243-p0115,1.6922530974071537,0.13,2
p0316-p0101-p0137-p0309,2.1562286452085107,0.082,2
p0278-p0108-p0262-p0229,1.171658829796969,0.432,2
p0320-p0390-p0278-p0371,1.4329494626488501,0.261,2
p0162-p0187-p0377-p0277,1.0851570826629229,0.466,2
p0166-p0161-p0198-p0030,1.622842416074036,0.168,2
p0343-p0193-p0152-p0280,1.9740823259190097,0.047,2
p0068-p0388-p0043-p0114,0.6256206625380095,0.766,2
p0037-p0339-p0363-p0233,1.7575152702863088,0.182,2
p0208-p0094-p0219-p0209,1.0612131456304879,0.488,2
p0036-p0153-p0143-p0198,1.509152097889147,0.26,2
p0325-p0105-p0198-p0055,1.8267424164298267,0.11,2
p0255-p0163-p0045-p0090,2.146403297372349,0.045,2
p0102-p0141-p0093-p0022,1.8910641571243527,0.053,2
p0030-p0392-p0397-p0071,1.4633784774639946,0.216,2
p0361-p0028-p0300-p0377,1.2258823120409383,0.349,2
p0094-p0180-p0100-p0258,1.1918887490953831,0.27,2
p0381-p0388-p0373-p0298,1.9293635498170714,0.132,2
p0170-p0316-p0216-p0390,2.0844944337835085,0.065,2
p0377-p0379-p0132-p0049,0.07670198080688913,0.868,2
p0045-p0003-p0055-p0086,2.096466066918119,0.017,2
p0280-p0042-p0182-p0228,0.9260994823068015,0.562,2
p0099-p0338-p0298-p0385,1.0790310528882223,0.489,2
p0283-p0126-p0175-p0122,0.9660400531479997,0.547,2
p0034-p0008-p0382-p0338,1.5957810645129207,0.118,2
p0314-p0390-p0209-p0148,1.5638596176847277,0.131,2
p0369-p0348-p0206-p0017,1.8011960736935986,0.072,2
p0168-p0089-p0106-p0073,0.3773245157691143,0.885,2
p0385-p0347-p0190-p0030,1.9942826152372646,0.017,2
p0371-p0211-p0361-p0154,1.512485294943645,0.219,2
p0003-p0333-p0284-p0068,0.750265971245219,0.701,2
p0304-p0115-p0131-p0050,1.3179184705247846,0.287,2
p0068-p0057-p0014-p0231,1.1362077570999691,0.394,2
p0114-p0070-p0332-p0293,2.1447430291294802,0.023,2
p0345-p0174-p0350-p0239,1.160530927326562,0.45,2
p0351-p0365-p0014-p0357,0.26903976521566275,0.885,2
p0162-p0192-p0061-p0225,1.1320596894133788,0.428,2
p0151-p0368-p0383-p0181,1.1079985483864168,0.467,2
p0268-p0256-p0178-p0038,0.8292680787285077,0.642,2
p0313-p0352-p0104-p0102,1.86507188445219,0.151,2
p0181-p0194-p0097-p0151,1.610782667964126,0.106,2
p0036-p0380-p0105-p0217,0.9929139530856432,0.525,2
p0184-p0004-p0079-p0118,1.0609039566371121,0.436,2
p0278-p0235-p0020-p0088,0.6561669919671128,0.75,2
p0375-p0372-p0339-p0165,1.1192059127607794,0.461,2
p0332-p0206-p0014-p0008,1.262752091539407,0.299,2
p0153-p0086-p0052-p0366,1.3743414779247471,0.188,2
p0384-p0052-p0160-p0229,1.4508778321957811,0.307,2
p0217-p0168-p0152-p0134,0.6001313766123695,0.748,2
p0198-p0214-p0259-p0047,1.8442989525658493,0.154,2
p0363-p0208-p0326-p0019,2.9474647252726385,0.025,2
p0006-p0080-p0308-p0035,1.8243895378024713,0.211,2
p0122-p0335-p0373-p0017,0.6269127874160836,0.737,2
p0083-p0328-p0352-p0003,0.6625825966350187,0.738,2
p0256-p0147-p0111-p0032,1.7589564406748646,0.108,2
p0139-p0000-p0115-p0301,0.4852304744339107,0.811,2
p0398-p0316-p0231-p0299,0.8427969926479436,0.626,2
p0126-p0340-p0377-p0134,1.1553979292583,0.413,2
p0194-p0225-p0338-p0243,2.02787030203812,0.03,2
p0237-p0306-p0038-p0372,1.035021438392243,0.517,2
p0202-p0059-p0365-p0258,1.9155955960097195,0.063,2
p0261-p0232-p0283-p0356,1.4583142992184945,0.221,2
p0342-p0083-p0035-p0199,1.6214054059550058,0.188,2
p0221-p0354-p0070-p0097,1.9831207235726453,0.009,2
p0232-p0102-p0131-p0242,1.4413682325818096,0.23,2
p0050-p0355-p0163-p0388,0.46248445150948964,0.796,2
p0187-p0386-p0318-p0272,2.826343520918789,0.035,2
p0066-p0179-p0100-p0017,0.790695508827943,0.682,2
p0058-p0371-p0339-p0106,1.7665192315716913,0.126,2
p0133-p0066-p0356-p0161,1.033871890371988,0.484,2
p0129-p0104-p0021-p0239,1.9350511351620903,0.08,2
p0314-p0019-p0120-p0238,2.323690775012718,0.035,2
p0045-p0305-p0309-p0301,3.5463545841979642,0.004,2
p0231-p0071-p0103-p0310,1.051221710993041,0.463,2
p0239-p0175-p0248-p0057,1.496383292144372,0.156,2
p0229-p0339-p0034-p0373,1.8830473387639803,0.079,2
p0317-p0119-p0032-p0246,1.5516886366852463,0.235,2
p0101-p0145-p0122-p0167,0.5460902549473119,0.816,2
p0207-p0048-p0292-p0208,1.6747948594634419,0.126,2
p0011-p0306-p0350-p0032,0.5104800019691639,0.802,2
p0219-p0135-p0234-p0388,1.1587238046062909,0.458,2
p0305-p0191-p0272-p0123,1.5691678642339224,0.21,2
p0133-p0094-p0060-p0315,1.3126610133939496,0.277,2
p0084-p0007-p0057-p0387,1.1951015822429496,0.304,2
p0291-p0217-p0029-p0209,1.6459243052064447,0.093,2
p0247-p0367-p0006-p0123,1.1875861670543855,0.392,2
p0051-p0184-p0323-p0337,1.191500266653878,0.334,2
p0197-p0293-p0173-p0188,0.8844538397761016,0.611,2
p0292-p0091-p0237-p0062,1.0785560135302086,0.444,2
p0115-p0194-p0339-p0298,1.849660672733444,0.133,2
p0249-p0010-p0209-p0277,2.1279333540641305,0.052,2
p0148-p0306-p0293-p0303,1.0927363568020498,0.519,2
p0280-p0334-p0310-p0145,0.9128973689694925,0.605,2
p0031-p0229-p0056-p0124,1.2669536619789137,0.349,2
p0028-p0294-p0321-p0358,1.1602015112073603,0.476,2
p0334-p0088-p0151-p0385,0.8753970727976692,0.608,2
p0318-p0057-p0338-p0244,1.7546082333265096,0.13,2
p0372-p0170-p0138-p0325,0.3615712626090654,0.807,2
p0102-p0168-p0325-p0361,0.5806405766617369,0.799,2
p0370-p0122-p0257-p0040,1.133768415708529,0.45,2
p0232-p0285-p0120-p0397,1.272909088955337,0.384,2
p0308-p0312-p0225-p0091,3.24630958354168,0.059,2
p0142-p0077-p0219-p0190,1.6572764084356082,0.118,2
p0254-p0195-p0354-p0033,1.7707929760867511,0.048,2
p0169-p0091-p0031-p0073,0.8652125658127449,0.589,2
p0074-p0395-p0250-p0316,1.456970861025946,0.221,2
p0199-p0185-p0045-p0238,2.067781215825977,0.091,2
p0150-p0233-p0092-p0192,1.7251324632970286,0.118,2
p0062-p0086-p0142-p0261,1.6932230337289051,0.14,2
p0109-p0225-p0303-p0084,2.591908746555358,0.002,2
p0292-p0020-p0097-p0113,1.4819185650340219,0.12,2
p0263-p0031-p0198-p0221,1.7219739959946727,0.162,2
p0131-p0299-p0021-p0271,0.8235432516184968,0.653,2
p0311-p0201-p0057-p0070,2.4646036384413708,0.03,2
p0388-p0171-p0075-p0332,-0.1372295952941662,0.942,2
p0121-p0067-p0161-p0195,1.6546744295508427,0.19,2
p0282-p0394-p0039-p0144,1.1677743211669396,0.39,2
p0279-p0167-p0157-p0105,1.0050692216948254,0.505,2
p0172-p0382-p0254-p0282,1.7003595724193536,0.082,2
p0319-p0131-p0312-p0085,3.333671179730122,0.023,2
p0322-p0140-p0205-p0230,2.616932288588052,0.029,2
p0166-p0338-p0128-p0181,1.6648212500141317,0.118,2
p0126-p0269-p0247-p0258,0.9522444160944972,0.539,2
p0057-p0393-p0200-p0346,1.8560860570094069,0.097,2
p0284-p0109-p0024-p0389,1.5706104898372213,0.199,2
p0384-p0246-p0369-p0093,1.2626117834776138,0.389,2
p0049-p0211-p0124-p0254,1.463145255881914,0.26,2
p0371-p0064-p0344-p0222,0.8852541254016559,0.594,2
p0164-p0226-p0363-p0082,0.8601335417543698,0.615,2
p0069-p0124-p0148-p0135,1.2443981854238553,0.311,2
p0074-p0126-p0130-p0088,0.8406099059339761,0.642,2
p0357-p0210-p0200-p0221,0.6873249130268869,0.73,2
p0167-p0289-p0117-p0269,0.8555018320802396,0.624,2
p0069-p0031-p0173-p0150,2.0828855517478573,0.024,2
p0133-p0101-p0389-p0119,0.14400859965239765,0.92,2
p0322-p0287-p0019-p0244,1.4309424200377032,0.315,2
p0191-p0309-p0225-p0102,1.9942382749731151,0.124,2
p0252-p0030-p0096-p0246,1.9222275281401278,0.083,2
p0032-p0102-p0369-p0339,1.2928537979804875,0.364,2
p0219-p0343-p0004-p0370,0.8726504990874865,0.629,2
p0025-p0091-p0034-p0015,0.816604642272541,0.626,2
p0283-p0375-p0247-p0006,1.9783926589411733,0.04,2
p0071-p0044-p0099-p0205,1.3031978680506064,0.269,2
p0195-p0181-p0016-p0394,1.1079046894827291,0.476,2
p0371-p0383-p0205-p0117,0.5605170513841565,0.817,2
p0379-p0055-p0085-p0003,1.3713676486578543,0.266,2
p0135-p0010-p0050-p0154,1.1533654068479806,0.351,2
p0258-p0249-p0327-p0368,2.009164058205282,0.113,2
p0102-p0117-p0369-p0012,1.5073085961331114,0.14,2
p0000-p0261-p0091-p0381,1.3129286544789056,0.344,2
p0013-p0381-p0201-p0307,0.47331616426873335,0.842,2
p0155-p0292-p0238-p0042,1.703556669524891,0.128,2
p0068-p0222-p0104-p0041,1.344565876037568,0.302,2
p0056-p0077-p0389-p0125,1.531663805320357,0.117,2
p0088-p0186-p0397-p0316,1.5453457770460288,0.14,2
p0313-p0367-p0310-p0399,1.9698958879906847,0.113,2
p0211-p0348-p0342-p0249,2.253862551224766,0.066,2
p0192-p0181-p0327-p0256,1.7488392210836188,0.072,2
p0233-p0090-p0242-p0324,1.0301730754332747,0.556,2
p0091-p0241-p0039-p0089,1.7749926348262395,0.145,2
p0085-p0193-p0310-p0196,1.8037379944007896,0.024,2
p0066-p0116-p0321-p0189,1.6507712428168477,0.104,2
p0232-p0080-p0145-p0065,1.264053063469357,0.319,2
p0372-p0277-p0056-p0110,-0.12977280457018298,0.924,2
p0362-p0024-p0087-p0109,1.5564697570404942,0.179,2
p0047-p0390-p0070-p0335,2.255138063321761,0.012,2
p0377-p0246-p0054-p0216,1.1518763222825694,0.473,2
p0328-p0010-p0399-p0192,1.3925028040150345,0.198,2
p0113-p0102-p0328-p0366,0.9839959782806033,0.485,2
p0285-p0092-p0371-p0348,0.9016404308104453,0.619,2
p0118-p0040-p0334-p0280,0.9709603303263867,0.511,2
p0070-p0008-p0050-p0051,1.8776998771276663,0.028,2
p0048-p0073-p0298-p0233,1.1478935538245856,0.4,2
p0233-p0196-p0384-p0126,1.4591182335061876,0.229,2
p0239-p0322-p0242-p0320,2.150512486027593,0.064,2
p0239-p0100-p0033-p0396,1.1591081655094932,0.342,2
p0301-p0373-p0287-p0087,0.8218963503329769,0.639,2
p0260-p0235-p0222-p0059,1.155864886176201,0.413,2
p0194-p0232-p0161-p0121,2.2162000038463034,0.036,2
p0031-p0356-p0263-p0398,1.8781349394290832,0.048,2
p0328-p0105-p0280-p0198,1.108713288503708,0.469,2
p0257-p0055-p0183-p0080,1.8113520237268659,0.09,2
p0070-p0231-p0049-p0246,1.2438661757622091,0.395,2
p0337-p0080-p0148-p0181,1.3836901174967655,0.285,2
p0081-p0153-p0381-p0083,1.0018871429453389,0.517,2
p0000-p0152-p0095-p0378,1.088855483318764,0.509,2
p0203-p0319-p0112-p0132,1.471074580780082,0.246,2
p0030-p0186-p0059-p0339,1.8631461011896042,0.09,2
p0249-p0252-p0031-p0008,2.168452273447359,0.056,2
p0148-p0013-p0109-p0233,1.271765087636934,0.269,2
p0067-p0166-p0077-p0394,1.589833645163488,0.181,2
p0225-p0283-p0129-p0298,0.872581308132145,0.592,2
p0209-p0366-p0050-p0396,1.662834966839089,0.079,2
p0012-p0368-p0186-p0091,1.115986764847862,0.422,2
p0229-p0130-p0307-p0135,1.7303449413637577,0.117,2
p0139-p0306-p0081-p0172,0.8747669234078262,0.632,2
p0325-p0011-p0151-p0058,0.9104993111976087,0.582,2
p0100-p0201-p0310-p0322,1.712857159907204,0.214,2
p0399-p0379-p0022-p0384,2.490393699477111,0.037,2
p0371-p0122-p0086-p0244,1.1268442353087467,0.375,2
p0048-p0165-p0045-p0307,1.4400304101638144,0.222,2
p0197-p0092-p0267-p0235,0.7003121244863991,0.741,2
p0135-p0193-p0024-p0091,1.4992642134703713,0.202,2
p0273-p0071-p0278-p0124,0.6984555190547455,0.664,2
p0164-p0263-p0048-p0324,1.1378574853721328,0.433,2
p0194-p0039-p0236-p0154,2.3759687082930054,0.005,2
p0063-p0001-p0285-p0104,0.8583202396249501,0.626,2
p0166-p0022-p0057-p0038,1.1034579560809445,0.427,2
p0148-p0289-p0225-p0116,1.1741053604441116,0.415,2
p0113-p0217-p0146-p0057,1.581342665916501,0.105,2
p0391-p0278-p0157-p0320,0.6983474693759453,0.716,2
p0273-p0265-p0153-p0109,1.5801930896381986,0.16,2
p0269-p0360-p0215-p0287,1.0310955155307386,0.471,2
p0086-p0030-p0252-p0019,1.904871538315153,0.034,2
p0301-p0091-p0077-p0337,0.7227520680088152,0.675,2
p0292-p0139-p0096-p0183,1.5278442367388547,0.162,2
p0030-p0398-p0052-p0243,1.6582022845619702,0.074,2
p0089-p0298-p0312-p0186,2.8514998911212626,0.061,2
p0230-p0343-p0233-p0140,2.04888521527121,0.06,2
p0272-p0312-p0259-p0209,3.136607059824637,0.046,2
p0367-p0129-p0174-p0207,0.9410766589584958,0.536,2
p0273-p0036-p0278-p0256,1.5646015637688042,0.196,2
p0146-p0393-p0113-p0204,1.360961043177972,0.24,2
p0008-p0020-p0188-p0204,0.80206008805446,0.667,2
p0313-p0134-p0056-p0034,1.295175034808376,0.315,2
p0290-p0016-p0187-p0202,3.18093486845939,0.016,2
p0021-p0088-p0016-p0398,1.3712128066085918,0.234,2
p0169-p0254-p0364-p0152,2.584865669570066,0.02,2
p0152-p0223-p0358-p0097,2.0161324940949954,0.061,2
p0232-p0216-p0326-p0085,1.4070776615618639,0.215,2
p0069-p0221-p0193-p0052,1.4513568784697386,0.148,2
p0002-p0348-p0291-p0072,1.1663794648993442,0.324,2
p0097-p0305-p0006-p0352,1.573709015635572,0.211,2
p0200-p0103-p0002-p0057,1.5756342000219126,0.052,2
p0088-p0049-p0098-p0356,1.411476070918309,0.224,2
p0385-p0047-p0256-p0183,1.5860338690270925,0.127,2
p0261-p0390-p0085-p0323,1.719496862233064,0.138,2
p0195-p0182-p0179-p0306,1.1623227245929837,0.446,2
p0047-p0236-p0324-p0177,1.436323755168414,0.181,2
p0008-p0264-p0273-p0325,0.88064947943203,0.616,2
p0081-p0070-p0381-p0143,1.8637646809812762,0.075,2
p0285-p0277-p0093-p0248,0.007176598854403332,0.905,2
p0371-p0337-p0203-p0011,0.30264710870876893,0.864,2
p0066-p0180-p0344-p0253,1.3273080276243785,0.337,2
p0397-p0312-p0042-p0126,3.2774426262237766,0.033,2
p0075-p0096-p0314-p0178,0.9882312004840527,0.504,2
p0243-p0390-p0205-p0309,3.725310088329005,0.01,2
p0134-p0237-p0344-p0034,0.9307627382060759,0.553,2
p0390-p0100-p0175-p0298,1.072225511208298,0.471,2
p0382-p0254-p0058-p0167,1.7697546749712698,0.054,2
p0277-p0388-p0131-p0094,0.45529908777070427,0.79,2
p0148-p0339-p0354-p0344,1.4396225196180776,0.263,2
p0072-p0031-p0246-p0057,1.5802877180889006,0.231,2
p0164-p0012-p0175-p0172,1.2394163976503627,0.301,2
p0155-p0356-p0044-p0291,1.7770071918125094,0.084,2
p0159-p0306-p0065-p0266,1.1782118320618573,0.414,2
p0126-p0109-p0168-p0159,0.7595003941978568,0.672,2
p0142-p0199-p0319-p0099,1.3324191872531868,0.337,2
p0077-p0288-p0147-p0035,0.7522215426812644,0.701,2
p0059-p0369-p0277-p0157,1.2508729839677981,0.308,2
p0317-p0069-p0398-p0046,1.9934881931758086,0.022,2
p0172-p0009-p0069-p0068,1.2402500997480983,0.24,2
p0152-p0163-p0054-p0156,1.6930285625175492,0.101,2
p0334-p0269-p0249-p0347,2.104078266991944,0.08,2
p0398-p0216-p0249-p0303,2.3449867634427557,0.05,2
p0367-p0033-p0094-p0266,0.7637306895123264,0.648,2
p0379-p0041-p0180-p0154,0.9909689794031002,0.53,2
p0301-p0371-p0138-p0190,0.9688800352520774,0.563,2
p0391-p0078-p0042-p0041,1.120932323760218,0.347,2
p0263-p0168-p0340-p0054,0.10546804218590967,0.953,2
p0348-p0178-p0192-p0318,0.4155275515545255,0.805,2
p0386-p0087-p0332-p0046,0.8804476516802723,0.636,2
p0371-p0310-p0278-p0339,1.782786906351215,0.137,2
p0289-p0100-p0030-p0091,0.742634311127193,0.68,2
p0155-p0200-p0395-p0355,1.047575153519835,0.489,2
p0131-p0121-p0030-p0237,1.7351322362610748,0.133,2
p0397-p0117-p0288-p0248,1.3311413803115544,0.274,2
p0371-p0231-p0003-p0348,0.6198180822528416,0.806,2
p0341-p0160-p0049-p0297,2.9084371483162252,0.006,2
p0203-p0238-p0278-p0095,1.4724169574159856,0.257,2
p0191-p0224-p0182-p0317,1.1993037149713273,0.414,2
p0219-p0074-p0188-p0279,1.2187440256279551,0.391,2
p0309-p0284-p0038-p0002,2.8325310585518784,0.016,2
p0345-p0127-p0168-p0148,0.39167747919673174,0.793,2
p0298-p0250-p0071-p0150,1.584107911088154,0.205,2
p0260-p0198-p0344-p0091,0.955126825795158,0.53,2
p0066-p0392-p0372-p0290,-0.3642457213159054,0.922,2
p0054-p0268-p0123-p0277,1.314680131918615,0.241,2
p0261-p0257-p0210-p0355,1.1697126783970455,0.436,2
p0224-p0259-p0327-p0262,0.7581597394927198,0.701,2
p0237-p0087-p0094-p0201,0.6219076227593865,0.739,2
p0187-p0294-p0105-p0087,1.6143331649398056,0.271,2
p0243-p0016-p0054-p0042,1.2066307474515885,0.282,2
p0087-p0038-p0100-p0272,0.8760577029353709,0.611,2
p0385-p0293-p0076-p0160,0.7781093674980551,0.696,2
p0187-p0256-p0201-p0033,2.5160444411669545,0.034,2
p0003-p0102-p0285-p0204,0.24630670940580132,0.863,2
p0034-p0319-p0297-p0390,3.2079116385898945,0.002,2
p0086-p0382-p0108-p0291,2.0582093496764076,0.026,2
p0008-p0099-p0052-p0182,0.8266398173500891,0.634,2
p0334-p0029-p0298-p0325,0.9584067710198045,0.569,2
p0356-p0020-p0259-p0366,1.5767802639334718,0.22,2
p0037-p0038-p0056-p0244,0.8911706713746083,0.603,2
p0074-p0286-p0267-p0018,-0.04722217969190254,0.889,2
p0151-p0284-p0248-p0288,1.5661420622719555,0.218,2
p0059-p0261-p0333-p0319,1.0171921276444122,0.516,2
p0069-p0126-p0328-p0054,1.0850021374134424,0.415,2
p0116-p0369-p0072-p0327,1.534746308555392,0.11,2
p0192-p0341-p0297-p0292,2.634043214247678,0.019,2
p0119-p0200-p0238-p0027,2.096087385488379,0.033,2
p0081-p0213-p0107-p0169,1.122598170162509,0.391,2
p0130-p0088-p0297-p0050,2.6296913439541436,0.003,2
p0258-p0000-p0235-p0365,0.951751513306056,0.544,2
p0295-p0074-p0247-p0131,1.1402104757953204,0.433,2
p0046-p0022-p0054-p0311,2.8245855832229845,0.004,2
p0356-p0384-p0226-p0081,0.2495800534836595,0.854,2
p0106-p0015-p0185-p0365,1.1787563973269708,0.343,2
p0244-p0077-p0369-p0025,1.1360117836530417,0.35,2
p0226-p0185-p0131-p0214,0.6284554347661068,0.761,2
