gene, test statistic, p-value, number of groups
p0097-p0063-p0203-p0342-p0113-p0333,1.1305845718548035,0.466,2
p0060-p0279-p0270-p0049-p0386-p0308,0.9359338921883182,0.578,2
p0399-p0146-p0340-p0328-p0136-p0249,1.8079288844397368,0.126,2
p0034-p0095-p0333-p0258-p0144-p0215,0.07449416793872324,0.941,2
p0153-p0140-p0165-p0333-p0264-p0321,0.7451321718004221,0.72,2
p0285-p0358-p0068-p0213-p0390-p0286,0.08676523936037547,0.886,2
p0241-p0130-p0153-p0104-p0009-p0171,1.320848213139317,0.247,2
p0351-p0210-p0127-p0290-p0257-p0312,0.5198821676383695,0.701,2
p0332-p0292-p0122-p0016-p0248-p0367,1.256077417418574,0.358,2
p0379-p0187-p0357-p0341-p0391-p0148,1.7721893381670908,0.214,2
p0300-p0380-p0388-p0090-p0362-p0392,0.39688670509757196,0.803,2
p0259-p0357-p0014-p0017-p0277-p0246,0.5846377415235244,0.712,2
p0313-p0195-p0095-p0294-p0153-p0320,1.509541385994386,0.258,2
p0185-p0365-p0080-p0196-p0030-p0308,1.8008760570403919,0.224,2
p0043-p0083-p0101-p0361-p0214-p0024,-0.06996650711551294,0.957,2
p0370-p0019-p0083-p0259-p0073-p0052,1.5897093130176045,0.215,2
p0311-p0006-p0295-p0274-p0217-p0228,1.4866061760567224,0.278,2
p0126-p0081-p0208-p0028-p0234-p0325,1.7482997292228166,0.106,2
p0029-p0222-p0297-p0390-p0280-p0380,2.22809385969845,0.038,2
p0175-p0106-p0078-p0358-p0377-p0205,1.06346571973794,0.445,2
p0253-p0080-p0094-p0239-p0148-p0122,1.8956340955271467,0.072,2
p0321-p0267-p0097-p0204-p0199-p0221,0.7527810766151,0.674,2
p0347-p0294-p0206-p0328-p0193-p0178,0.9962110401090105,0.53,2
p0299-p0289-p0288-p0369-p0119-p0187,1.833337311858092,0.162,2
p0361-p0260-p0125-p0384-p0364-p0149,1.2814258690394842,0.343,2
p0206-p0233-p0196-p0150-p0020-p0093,1.6509898212912266,0.151,2
p0272-p0307-p0127-p0074-p0230-p0155,1.377526033357647,0.352,2
p0195-p0109-p0100-p0345-p0085-p0305,2.177156161624609,0.056,2
p0280-p0342-p0345-p0187-p0134-p0001,2.4079459132530965,0.049,2
p0036-p0138-p0103-p0220-p0311-p0367,2.612036073924408,0.011,2
p0187-p0104-p0128-p0112-p0110-p0228,1.3589443701059456,0.345,2
p0387-p0079-p0217-p0313-p0116-p0051,1.8058047574849072,0.099,2
p0208-p0388-p0137-p0376-p0072-p0169,1.7576832270411222,0.154,2
p0222-p0195-p0306-p0131-p0150-p0394,1.8079424221739167,0.154,2
p0236-p0394-p0050-p0258-p0279-p0144,0.5240784720567357,0.774,2
p0062-p0058-p0242-p0234-p0011-p0284,1.7917511394275982,0.109,2
p0357-p0042-p0184-p0378-p0045-p0090,1.2693566410167723,0.326,2
p0358-p0079-p0177-p0193-p0125-p0169,1.3484940023226473,0.237,2
p0018-p0191-p0118-p0337-p0043-p0297,1.6555509963849473,0.208,2
p0039-p0354-p0318-p0379-p0046-p0238,2.6281738024575434,0.017,2
p0068-p0202-p0152-p0006-p0040-p0393,1.3143286895407575,0.323,2
p0054-p0085-p0166-p0351-p0217-p0195,0.2363177293492259,0.932,2
p0155-p0099-p0277-p0045-p0072-p0371,1.0902923142738143,0.445,2
p0025-p0241-p0211-p0238-p0282-p0364,2.0479535756382057,0.052,2
p0322-p0111-p0007-p0005-p0180-p0162,1.127575022861237,0.466,2
p0104-p0375-p0377-p0288-p0303-p0381,1.4427933113198435,0.239,2
p0091-p0044-p0375-p0222-p0373-p0167,1.2609599050884415,0.399,2
p0191-p0230-p0325-p0341-p0189-p0211,2.792804199275147,0.012,2
p0256-p0311-p0164-p0201-p0080-p0046,1.4314902848005813,0.257,2
p0113-p0022-p0230-p0010-p0268-p0084,1.921791305195246,0.061,2
p0131-p0093-p0268-p0068-p0034-p0250,1.2601336897290714,0.284,2
p0381-p0343-p0247-p0152-p0022-p0159,1.552246783223611,0.187,2
p0333-p0322-p0084-p0259-p0289-p0221,2.093336475798152,0.081,2
p0190-p0284-p0183-p0012-p0040-p0119,1.9514428742099523,0.076,2
p0159-p0222-p0037-p0293-p0265-p0178,0.36724637074716565,0.819,2
p0206-p0335-p0153-p0386-p0137-p0019,1.6221032323311022,0.152,2
p0350-p0397-p0122-p0125-p0088-p0269,0.8383974546772731,0.655,2
p0193-p0099-p0100-p0044-p0085-p0267,1.3924948576137133,0.296,2
p0097-p0332-p0069-p0335-p0301-p0072,0.5470758574737747,0.843,2
p0014-p0319-p0004-p0009-p0101-p0291,0.5647903061403874,0.776,2
p0015-p0150-p0055-p0073-p0162-p0351,0.4428848878363644,0.84,2
p0316-p0039-p0175-p0399-p0260-p0226,1.7638545121138827,0.083,2
p0146-p0061-p0388-p0343-p0367-p0233,1.094543842660562,0.464,2
p0165-p0024-p0351-p0064-p0270-p0145,0.5193429615740442,0.836,2
p0263-p0249-p0314-p0252-p0322-p0190,2.724968469807278,0.012,2
p0100-p0034-p0101-p0184-p0039-p0073,1.226446896804964,0.337,2
p0244-p0235-p0156-p0311-p0130-p0389,1.768147874879832,0.099,2
p0065-p0287-p0161-p0123-p0340-p0253,1.218035939134741,0.418,2
p0361-p0256-p0198-p0269-p0032-p0368,1.4730325850389345,0.274,2
p0221-p0382-p0115-p0153-p0014-p0227,1.4942978626907828,0.223,2
p0316-p0287-p0230-p0267-p0143-p0368,0.8043190193376544,0.644,2
p0171-p0192-p0186-p0267-p0100-p0031,1.0475891386726317,0.509,2
p0304-p0161-p0071-p0306-p0082-p0288,1.452294839221895,0.244,2
p0096-p0151-p0097-p0313-p0071-p0325,1.9346322382687107,0.073,2
p0178-p0045-p0010-p0386-p0168-p0391,-0.44607320723223653,0.968,2
p0116-p0310-p0273-p0211-p0043-p0366,1.3255412986165658,0.32,2
p0148-p0176-p0154-p0017-p0028-p0013,0.40975353778892315,0.877,2
p0104-p0290-p0143-p0222-p0305-p0194,2.108302944649108,0.089,2
p0382-p0241-p0256-p0175-p0045-p0095,1.8960314702150092,0.05,2
p0070-p0387-p0368-p0199-p0067-p0190,1.861023900184149,0.114,2
p0083-p0248-p0185-p0029-p0003-p0356,1.2766687946717876,0.298,2
p0209-p0127-p0395-p0129-p0393-p0299,1.2569276670355247,0.315,2
p0079-p0190-p0154-p0361-p0356-p0278,1.7058520194110893,0.105,2
p0112-p0166-p0205-p0088-p0094-p0008,1.3446702666199017,0.208,2
p0390-p0037-p0279-p0181-p0303-p0230,1.713056844438535,0.136,2
p0377-p0236-p0317-p0270-p0091-p0307,0.6812793107545195,0.673,2
p0291-p0004-p0050-p0043-p0153-p0133,1.617733775526993,0.09,2
p0300-p0396-p0380-p0198-p0223-p0389,0.9471611148074016,0.534,2
p0128-p0338-p0061-p0223-p0025-p0346,2.3806536798730775,0.018,2
p0224-p0097-p0375-p0368-p0017-p0283,1.8848349723332058,0.112,2
p0084-p0064-p0004-p0039-p0268-p0239,1.6973004191783396,0.079,2
p0378-p0069-p0145-p0075-p0223-p0057,1.043885123195758,0.498,2
p0177-p0303-p0197-p0316-p0119-p0232,1.7893060698565857,0.064,2
p0121-p0166-p0351-p0103-p0126-p0379,0.620081667251296,0.707,2
p0003-p0330-p0121-p0019-p0083-p0347,1.6090410282373817,0.186,2
p0194-p0025-p0177-p0147-p0315-p0352,1.939870730467668,0.083,2
p0294-p0026-p0184-p0176-p0365-p0238,1.5238510929210236,0.24,2
p0124-p0381-p0247-p0019-p0046-p0142,0.7864851405126159,0.666,2
p0292-p0171-p0334-p0091-p0377-p0148,0.7769671601393374,0.629,2
p0248-p0364-p0097-p0064-p0278-p0088,2.2259283188948977,0.023,2
p0201-p0361-p0327-p0225-p0209-p0172,1.0785353204775068,0.439,2
p0370-p0299-p0107-p0082-p0357-p0210,0.6281591904836097,0.744,2
p0189-p0072-p0099-p0233-p0265-p0003,1.3271301694862043,0.287,2
p0139-p0255-p0016-p0107-p0054-p0394,2.3515927851445393,0.056,2
p0127-p0322-p0232-p0221-p0306-p0160,2.7594917984445346,0.009,2
p0227-p0382-p0087-p0317-p0285-p0386,-0.1300560119448303,0.912,2
p0351-p0013-p0109-p0016-p0236-p0339,1.1226430425624288,0.434,2
p0310-p0387-p0082-p0385-p0051-p0364,2.44610817757515,0.009,2
p0031-p0328-p0286-p0018-p0241-p0214,0.5876163995693705,0.797,2
p0298-p0039-p0233-p0321-p0289-p0301,0.9923874664117444,0.545,2
p0150-p0058-p0048-p0170-p0199-p0032,1.1751030123033124,0.447,2
p0058-p0226-p0194-p0172-p0216-p0308,2.0045320526058203,0.137,2
p0071-p0254-p0107-p0350-p0203-p0380,0.46539204352986924,0.818,2
p0015-p0143-p0289-p0294-p0174-p0130,1.7266667602525245,0.137,2
p0397-p0307-p0395-p0181-p0027-p0389,1.7907334090388198,0.093,2
p0365-p0347-p0378-p0211-p0136-p0123,1.279972467908483,0.368,2
p0280-p0200-p0129-p0219-p0227-p0236,0.5814209450706007,0.749,2
p0119-p0293-p0223-p0216-p0308-p0249,1.0150742299778321,0.509,2
p0389-p0022-p0109-p0274-p0395-p0339,1.5449450042680717,0.26,2
p0029-p0213-p0050-p0285-p0167-p0009,1.2625758797768762,0.385,2
p0204-p0313-p0378-p0073-p0125-p0177,0.6150528085445439,0.751,2
p0052-p0351-p0122-p0092-p0101-p0332,0.6980941534339288,0.744,2
p0067-p0089-p0239-p0294-p0365-p0320,1.9611398172433065,0.1,2
p0382-p0046-p0238-p0211-p0025-p0304,2.0105632421771817,0.048,2
p0268-p0170-p0112-p0153-p0106-p0360,1.3202054022222653,0.298,2
p0104-p0043-p0116-p0233-p0253-p0231,1.2391161962023662,0.382,2
p0074-p0332-p0272-p0050-p0136-p0144,1.5208927316524476,0.138,2
p0370-p0125-p0196-p0201-p0294-p0129,1.5889748844868463,0.234,2
p0311-p0071-p0351-p0140-p0067-p0050,0.9679138402975,0.516,2
p0076-p0211-p0299-p0160-p0256-p0082,1.443141375412039,0.229,2
p0050-p0386-p0157-p0253-p0263-p0202,1.447080188056662,0.289,2
p0121-p0351-p0059-p0071-p0239-p0031,1.5363547810052431,0.206,2
p0072-p0090-p0142-p0242-p0194-p0327,1.240486481218559,0.358,2
p0181-p0201-p0279-p0352-p0287-p0117,0.4211221884219266,0.801,2
p0201-p0399-p0034-p0064-p0078-p0002,1.0652206428932605,0.432,2
p0342-p0208-p0255-p0223-p0293-p0125,2.3416851420236315,0.049,2
p0076-p0193-p0121-p0179-p0294-p0239,1.8070609852554789,0.147,2
p0315-p0306-p0191-p0083-p0016-p0255,2.0830050823958364,0.042,2
p0109-p0069-p0194-p0257-p0138-p0265,1.1988348193752256,0.407,2
p0003-p0252-p0351-p0318-p0052-p0155,0.7285807259371548,0.714,2
p0231-p0051-p0262-p0177-p0325-p0357,0.9935703207969548,0.522,2
p0082-p0069-p0020-p0160-p0035-p0207,1.8045491493874035,0.045,2
p0006-p0115-p0258-p0207-p0160-p0127,1.5337629492688867,0.195,2
p0011-p0032-p0209-p0313-p0097-p0118,1.6570368944896907,0.129,2
p0270-p0195-p0067-p0120-p0161-p0231,1.4761204126155616,0.228,2
p0235-p0272-p0177-p0136-p0258-p0111,1.5872903423603562,0.093,2
p0002-p0055-p0328-p0121-p0220-p0010,1.651821360956667,0.155,2
p0306-p0047-p0241-p0325-p0118-p0159,1.342312873908707,0.313,2
p0191-p0368-p0208-p0213-p0307-p0357,0.4793586958386577,0.756,2
p0084-p0367-p0132-p0308-p0234-p0326,2.0191735788114453,0.156,2
p0293-p0341-p0209-p0229-p0005-p0116,1.4452432454179533,0.271,2
p0286-p0279-p0007-p0384-p0368-p0176,0.41517326374219793,0.828,2
p0022-p0172-p0355-p0315-p0004-p0239,1.1401409242989993,0.41,2
p0205-p0315-p0313-p0261-p0328-p0186,2.019997583816962,0.076,2
p0193-p0035-p0121-p0014-p0277-p0219,1.9888463045362383,0.079,2
p0171-p0237-p0059-p0071-p0200-p0333,0.7741206293517034,0.664,2
p0197-p0220-p0039-p0399-p0287-p0119,1.2568260289397704,0.342,2
p0140-p0386-p0036-p0204-p0157-p0108,0.5510429433615035,0.786,2
p0025-p0342-p0266-p0328-p0364-p0317,1.8094364281365158,0.108,2
p0065-p0330-p0189-p0332-p0264-p0088,1.4438400952080033,0.148,2
p0003-p0037-p0362-p0156-p0333-p0299,0.5294945211075153,0.781,2
p0306-p0113-p0316-p0035-p0027-p0242,1.404589286806318,0.26,2
p0081-p0167-p0200-p0165-p0179-p0103,1.0194044639531146,0.492,2
p0195-p0071-p0033-p0225-p0044-p0060,1.8359414672657932,0.035,2
p0167-p0200-p0042-p0300-p0262-p0379,0.2570700322492034,0.878,2
p0121-p0073-p0256-p0236-p0192-p0280,1.6057420312168855,0.17,2
p0316-p0141-p0234-p0250-p0259-p0389,2.48561432473357,0.021,2
p0273-p0314-p0055-p0111-p0237-p0181,1.5594436227044484,0.165,2
p0369-p0200-p0044-p0283-p0155-p0086,1.4707080726121902,0.16,2
p0117-p0129-p0132-p0161-p0019-p0048,1.2120815921981987,0.346,2
p0070-p0052-p0124-p0306-p0278-p0139,1.3137858285137245,0.366,2
p0116-p0083-p0346-p0170-p0310-p0051,2.2086496567581855,0.016,2
p0180-p0098-p0115-p0295-p0260-p0011,1.6641259750031996,0.182,2
p0344-p0055-p0203-p0241-p0390-p0096,2.1187957967814346,0.038,2
p0066-p0323-p0052-p0001-p0133-p0214,0.8946427015671409,0.589,2
p0335-p0005-p0041-p0185-p0199-p0217,1.0303188278201458,0.545,2
p0037-p0225-p0294-p0369-p0135-p0003,1.6432144722006552,0.176,2
p0210-p0185-p0145-p0372-p0378-p0125,0.4785976606162594,0.772,2
p0146-p0243-p0105-p0346-p0327-p0043,2.050933903899875,0.035,2
p0170-p0050-p0284-p0357-p0162-p0025,0.794810122595223,0.635,2
p0319-p0145-p0232-p0071-p0023-p0072,1.585878955010421,0.079,2
p0032-p0364-p0197-p0070-p0027-p0310,1.6697929300523355,0.092,2
p0226-p0259-p0039-p0223-p0148-p0207,1.5232498195846977,0.211,2
p0394-p0361-p0202-p0186-p0079-p0257,1.9448630751275005,0.131,2
p0092-p0287-p0139-p0397-p0223-p0164,1.1676112646060808,0.389,2
p0129-p0109-p0099-p0248-p0100-p0131,1.1592233618510488,0.374,2
p0362-p0095-p0376-p0105-p0255-p0235,2.6409552868642394,0.009,2
p0091-p0362-p0387-p0226-p0255-p0191,1.7480120205036211,0.2,2
p0165-p0217-p0230-p0051-p0192-p0093,2.056185271681151,0.049,2
p0066-p0131-p0166-p0028-p0311-p0195,1.1730190863171404,0.379,2
p0291-p0323-p0216-p0286-p0072-p0358,0.6701684186196002,0.701,2
p0305-p0228-p0397-p0172-p0108-p0199,2.104315671285651,0.059,2
p0266-p0250-p0013-p0017-p0061-p0216,1.092538101634955,0.444,2
p0190-p0323-p0128-p0243-p0145-p0399,1.0366117907817185,0.474,2
p0025-p0342-p0204-p0157-p0361-p0199,1.7096818947594248,0.191,2
p0317-p0011-p0279-p0183-p0293-p0397,0.673396640318781,0.677,2
p0052-p0049-p0077-p0317-p0046-p0301,0.6015392997253465,0.823,2
p0095-p0085-p0377-p0133-p0142-p0064,0.7469021962942337,0.695,2
p0205-p0182-p0201-p0317-p0159-p0115,1.0539571885560834,0.505,2
p0301-p0238-p0149-p0121-p0000-p0347,2.0577944256627583,0.052,2
p0290-p0357-p0162-p0032-p0190-p0352,0.8193656145360102,0.61,2
p0340-p0113-p0170-p0339-p0292-p0250,1.3448256544136827,0.338,2
p0247-p0279-p0090-p0157-p0146-p0208,1.8317471150205626,0.088,2
p0086-p0069-p0316-p0284-p0099-p0137,1.5279253331782758,0.171,2
p0365-p0010-p0224-p0025-p0207-p0105,1.043381224768838,0.419,2
p0138-p0009-p0184-p0163-p0297-p0118,2.5791066190876317,0.009,2
p0047-p0319-p0288-p0075-p0108-p0077,1.3234434187722057,0.263,2
p0121-p0373-p0237-p0311-p0219-p0183,1.7039090309471139,0.191,2
p0172-p0161-p0044-p0112-p0287-p0066,0.9459954849029076,0.604,2
p0214-p0362-p0260-p0025-p0285-p0130,0.43873191917577553,0.79,2
p0214-p0150-p0399-p0182-p0020-p0038,1.5167587053702296,0.208,2
p0274-p0140-p0114-p0125-p0234-p0243,1.2152314135278428,0.38,2
p0243-p0169-p0176-p0211-p0026-p0248,1.606093991097731,0.175,2
p0169-p0123-p0062-p0075-p0068-p0371,1.4603786052592382,0.174,2
p0000-p0273-p0106-p0322-p0210-p0019,1.3700544503047583,0.321,2
p0071-p0185-p0024-p0332-p0228-p0201,0.7640322211405941,0.657,2
p0260-p0172-p0235-p0046-p0133-p0277,1.205968664089639,0.35,2
p0102-p0394-p0390-p0253-p0157-p0325,2.1605334260345375,0.081,2
p0099-p0134-p0398-p0184-p0023-p0100,1.8808964853534584,0.056,2
p0118-p0095-p0356-p0373-p0209-p0149,2.2507614001984644,0.022,2
p0085-p0340-p0301-p0141-p0024-p0263,0.8041701697857842,0.653,2
p0151-p0203-p0190-p0071-p0083-p0004,1.3234012531610786,0.326,2
p0342-p0304-p0249-p0222-p0047-p0386,2.2451646162547583,0.08,2
p0037-p0219-p0030-p0151-p0015-p0324,1.2062179595394207,0.378,2
p0124-p0386-p0267-p0242-p0352-p0190,1.2675535733781333,0.393,2
p0114-p0221-p0371-p0375-p0061-p0157,2.2988382359850004,0.014,2
p0049-p0391-p0081-p0150-p0039-p0203,1.5874289899679357,0.194,2
p0103-p0207-p0268-p0041-p0151-p0326,1.7186509189555126,0.092,2
p0031-p0221-p0013-p0246-p0125-p0231,1.1286078425898336,0.472,2
p0080-p0316-p0117-p0291-p0279-p0121,1.9059204257592923,0.104,2
p0114-p0350-p0127-p0132-p0167-p0327,1.446707548797418,0.164,2
p0063-p0154-p0356-p0067-p0305-p0206,1.8052560355645204,0.103,2
p0088-p0257-p0173-p0271-p0226-p0373,0.6263782851882648,0.713,2
p0183-p0312-p0070-p0058-p0268-p0255,4.2702762721966065,0.008,2
p0260-p0313-p0125-p0129-p0386-p0117,0.9369363099120065,0.565,2
p0284-p0136-p0186-p0199-p0371-p0120,1.604438428675402,0.223,2
p0002-p0075-p0146-p0203-p0222-p0110,0.9405782213338,0.562,2
p0076-p0222-p0166-p0003-p0038-p0278,1.1912193873640897,0.409,2
p0225-p0061-p0383-p0013-p0127-p0390,1.7748892968680128,0.076,2
p0322-p0007-p0109-p0181-p0319-p0013,1.9627563769769703,0.081,2
p0155-p0189-p0220-p0027-p0294-p0332,1.7942240898010993,0.138,2
p0182-p0131-p0191-p0107-p0229-p0175,1.0096513215596605,0.502,2
p0337-p0196-p0148-p0267-p0272-p0099,0.5177094655086862,0.762,2
p0054-p0162-p0236-p0103-p0015-p0227,0.36160186977042125,0.89,2
p0314-p0311-p0061-p0388-p0291-p0109,1.7923464570605667,0.151,2
p0067-p0318-p0235-p0315-p0253-p0223,2.0397422624415804,0.109,2
p0263-p0297-p0379-p0002-p0308-p0204,1.1598992915764559,0.449,2
p0393-p0288-p0162-p0096-p0061-p0278,1.2180746817252226,0.36,2
p0140-p0340-p0294-p0267-p0222-p0318,-0.38164734341603007,0.906,2
p0207-p0197-p0143-p0367-p0322-p0268,1.7226979929390749,0.172,2
p0315-p0346-p0186-p0208-p0211-p0223,2.1642268084314074,0.058,2
p0044-p0300-p0094-p0286-p0117-p0366,0.7076626607814746,0.734,2
p0214-p0056-p0118-p0145-p0178-p0375,0.8784734669866384,0.603,2
